Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Rapala: We Fish,Wii,2009,Sports,Activision,0.52,0.01,0,0.04,0.57
Harvest Moon: Sunshine Islands,DS,2008,Simulation,Rising Star Games,0.35,0.03,0.17,0.03,0.57
WWE 2K15,XOne,2014,Sports,Take-Two Interactive,0.29,0.23,0,0.05,0.57
Jampack Summer 2002,PS2,2002,Misc,Sony Computer Entertainment,0.28,0.22,0,0.07,0.57
FIFA World Cup Germany 2006,PS2,2006,Sports,Electronic Arts,0.47,0.02,0,0.08,0.57
Wreckless: ThE YaKuza MisSiOns,XB,2002,Racing,Activision,0.42,0.11,0.02,0.02,0.57
Super Bomberman,SNES,1992,Puzzle,Hudson Soft,0,0,0.57,0,0.57
Defiance,X360,2013,Shooter,Trion Worlds,0.38,0.14,0,0.05,0.57
Disgaea 4: A Promise Unforgotten,PS3,2011,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.05,0.57
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,DS,2008,Action,THQ,0.52,0,0,0.04,0.57
SpongeBob SquarePants: Battle for Bikini Bottom,XB,2003,Platform,THQ,0.45,0.1,0,0.02,0.57
Doom 3 BFG Edition,PS3,2012,Shooter,Bethesda Softworks,0.26,0.21,0,0.1,0.57
SD Gundam G Generation Neo,PS2,2002,Strategy,Namco Bandai Games,0,0,0.57,0,0.57
Spider-Man 3,X360,2007,Platform,Activision,0.49,0.04,0,0.04,0.57
Pro Evolution Soccer 2012,PSP,2011,Action,Konami Digital Entertainment,0.1,0.11,0.29,0.06,0.57
The Conduit,Wii,2009,Shooter,Sega,0.28,0.23,0,0.06,0.57
Trivial Pursuit,Wii,2009,Misc,Electronic Arts,0.2,0.3,0,0.07,0.57
Just Dance 2016,WiiU,2015,Misc,Ubisoft,0.27,0.25,0,0.05,0.57
Disney Universe,X360,2011,Action,Disney Interactive Studios,0.37,0.14,0,0.05,0.57
RalliSport Challenge,XB,2002,Racing,Microsoft Game Studios,0.39,0.16,0,0.02,0.57
Resident Evil Outbreak File #2,PS2,2004,Action,Capcom,0.19,0.15,0.17,0.05,0.57
Top Spin 3,PS3,2008,Action,Take-Two Interactive,0.08,0.36,0,0.12,0.57
Bob the Builder: Can We Fix It?,PS,2000,Action,THQ,0.31,0.21,0,0.04,0.57
XIII,PS2,2003,Shooter,Ubisoft,0.28,0.22,0,0.07,0.57
Tomb Raider: Anniversary,PSP,2007,Action,Eidos Interactive,0.21,0.22,0,0.13,0.57
Bratz 4 Real,DS,2007,Adventure,THQ,0.29,0.22,0,0.06,0.57
Rune Factory 4,3DS,2012,Role-Playing,Xseed Games,0.32,0,0.21,0.03,0.57
3D Dot Game Heroes,PS3,2009,Role-Playing,SouthPeak Games,0.36,0.11,0.03,0.07,0.57
Up,Wii,2009,Action,THQ,0.22,0.28,0,0.06,0.56
Breath of Fire IV,PS,2000,Role-Playing,Capcom,0.11,0.08,0.34,0.04,0.56
Tales of Zestiria,PS3,2015,Role-Playing,Namco Bandai Games,0.05,0.07,0.42,0.02,0.56
True Crime: Streets of LA,GC,2003,Action,Activision,0.44,0.11,0,0.02,0.56
Odin Sphere,PS2,2007,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56
Petz Wild Animals: Tigerz,DS,2008,Simulation,Ubisoft,0.52,0,0,0.04,0.56
The Incredible Hulk,GBA,2003,Action,Universal Interactive,0.4,0.15,0,0.01,0.56
Ms. Pac-Man Maze Madness,GBA,2004,Puzzle,Zoo Digital Publishing,0.4,0.15,0,0.01,0.56
Xenoblade Chronicles,3DS,2015,Role-Playing,Nintendo,0.27,0.14,0.12,0.04,0.56
Titanfall,PC,2014,Shooter,Electronic Arts,0.22,0.3,0,0.04,0.56
Arena Football,PS2,2006,Sports,Electronic Arts,0.28,0.22,0,0.07,0.56
The Lord of the Rings: The Return of the King,GBA,2003,Action,Electronic Arts,0.4,0.15,0,0.01,0.56
NHL Hitz 20-02,PS2,2001,Sports,Midway Games,0.28,0.22,0,0.07,0.56
The Legend of Spyro: Dawn of the Dragon,Wii,2008,Platform,Vivendi Games,0.34,0.17,0,0.05,0.56
Classic NES Series: Dr. Mario,GBA,2004,Puzzle,Nintendo,0.31,0.11,0.13,0.01,0.56
The Sims: Bustin' Out,XB,2003,Simulation,Electronic Arts,0.4,0.14,0,0.02,0.56
NCAA March Madness 07,PS2,2007,Sports,Electronic Arts,0.28,0.22,0,0.07,0.56
"Monsters, Inc. Scream Team",PS,2001,Platform,Sony Computer Entertainment,0.31,0.21,0,0.04,0.56
"Warhammer 40,000: Space Marine",X360,2011,Shooter,THQ,0.25,0.26,0,0.06,0.56
Harry Potter Collection,PS2,2006,Misc,Electronic Arts,0.28,0.21,0,0.07,0.56
Top Spin 3,X360,2008,Action,Take-Two Interactive,0.09,0.4,0,0.07,0.56
Yu-Gi-Oh! World Championship Tournament 2004,GBA,2004,Misc,Konami Digital Entertainment,0.4,0.15,0,0.01,0.56
Cabela's Big Game Hunter 2005 Adventures,PS2,2004,Sports,Activision,0.28,0.21,0,0.07,0.56
LEGO Rock Band,X360,2009,Misc,Warner Bros. Interactive Entertainment,0.4,0.11,0,0.05,0.56
Knockout Kings 2001,PS2,2001,Fighting,Electronic Arts,0.28,0.21,0,0.07,0.56
Army Men: Sarge's Heroes,PS,1999,Action,3DO,0.31,0.21,0,0.04,0.56
Petz Dogz 2,PS2,2007,Simulation,Ubisoft,0.28,0.21,0,0.07,0.56
Battlefield 2: Modern Combat,XB,2005,Shooter,Electronic Arts,0.39,0.15,0,0.02,0.56
Tom Clancy's HAWX,PS3,2009,Action,Ubisoft,0.21,0.22,0.05,0.09,0.56
All-Star Baseball 2002,PS2,2001,Sports,Acclaim Entertainment,0.27,0.21,0,0.07,0.56
Backyard NFL Football,GBA,2002,Sports,Infogrames,0.4,0.15,0,0.01,0.56
Minecraft: Story Mode,XOne,2015,Adventure,Mojang,0.3,0.21,0,0.05,0.56
Jillian Michaels Fitness Ultimatum 2010,Wii,2009,Sports,Majesco Entertainment,0.51,0.01,0,0.04,0.56
Need for Speed: Most Wanted,GC,2005,Racing,Electronic Arts,0.43,0.11,0,0.02,0.56
NASCAR Rumble,PS,2000,Racing,Electronic Arts,0.31,0.21,0,0.04,0.56
Bolt,Wii,2008,Adventure,Disney Interactive Studios,0.19,0.31,0,0.06,0.56
WWE Raw 2,XB,2003,Fighting,THQ,0.43,0.11,0,0.02,0.56
Resident Evil 2,N64,1999,Action,Virgin Interactive,0.39,0.09,0.07,0.01,0.56
Mega Man X2,SNES,1993,Platform,Laguna,0.09,0.02,0.45,0,0.56
Manhunt 2,PS2,2007,Action,Take-Two Interactive,0.27,0.21,0,0.07,0.56
Fullmetal Alchemist and the Broken Angel,PS2,2003,Role-Playing,Square Enix,0.15,0.12,0.26,0.04,0.56
Tony Hawk's Project 8,PSP,2006,Sports,Activision,0.41,0.07,0,0.07,0.56
Hamtaro: Ham-Hams Unite!,GB,2001,Role-Playing,Nintendo,0,0,0.56,0,0.56
Batman Begins,PS2,2005,Action,Electronic Arts,0.27,0.21,0,0.07,0.56
Dogz,DS,2006,Simulation,Ubisoft,0.5,0.01,0,0.04,0.56
Yokai Sangokushi,3DS,2016,Action,Level 5,0,0,0.56,0,0.56
Tony Hawk's Proving Ground,X360,2007,Sports,Activision,0.49,0.02,0,0.04,0.56
Dr. Seuss' The Cat in the Hat,PS2,2003,Misc,Vivendi Games,0.27,0.21,0,0.07,0.56
Barbie Groovy Games,GBA,2002,Misc,Universal Interactive,0.4,0.15,0,0.01,0.56
Wolfenstein,X360,2009,Shooter,Activision,0.28,0.22,0,0.06,0.56
Yu-Gi-Oh! Reshef of Destruction,GBA,2003,Strategy,Konami Digital Entertainment,0.4,0.15,0,0.01,0.56
Blinx: The Time Sweeper,XB,2002,Platform,Microsoft Game Studios,0.39,0.15,0,0.02,0.56
ESPN NFL Football,PS2,2003,Sports,Sega,0.27,0.21,0,0.07,0.56
Fatal Fury Special,SNES,1994,Fighting,Takara,0,0,0.56,0,0.56
Major League Baseball 2K5,XB,2005,Sports,Take-Two Interactive,0.52,0.02,0,0.02,0.56
Tetris Party Deluxe,Wii,2010,Puzzle,Nintendo,0.33,0.16,0.02,0.05,0.56
DS Bimoji Training,DS,2008,Misc,Nintendo,0,0,0.56,0,0.56
Gravity Rush,PSV,2012,Action,Sony Computer Entertainment,0.21,0.17,0.09,0.08,0.56
Quantum Break,XOne,2016,Action,Microsoft Game Studios,0.3,0.2,0.01,0.05,0.56
Archer Maclean's Mercury,PSP,2005,Puzzle,Ignition Entertainment,0.17,0.24,0,0.14,0.56
TMNT,X360,2007,Action,Ubisoft,0.48,0.03,0,0.05,0.56
Middle-Earth: Shadow of Mordor,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.2,0.26,0.01,0.09,0.56
Soldier of Fortune: Gold Edition,PS2,2001,Shooter,Codemasters,0.27,0.21,0,0.07,0.56
FIFA 15,Wii,2014,Sports,Electronic Arts,0.15,0.37,0,0.04,0.56
Final Fantasy IV: The Complete Collection,PSP,2011,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,0.56
Frontlines: Fuel of War,X360,2008,Shooter,THQ,0.34,0.15,0.01,0.05,0.56
MX 2002 Featuring Ricky Carmichael,PS2,2001,Racing,THQ,0.27,0.21,0,0.07,0.56
NCAA Football 07,XB,2006,Sports,Electronic Arts,0.42,0.12,0,0.01,0.56
Lunar: Silver Star Story Complete,PS,1998,Role-Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04,0.55
Harvest Moon: The Tale of Two Towns,DS,2010,Simulation,Natsume,0.25,0.05,0.22,0.03,0.55
No More Heroes,Wii,2007,Action,Rising Star Games,0.29,0.17,0.04,0.05,0.55
NBA Showtime: NBA on NBC,PS,1999,Sports,Midway Games,0.31,0.21,0,0.04,0.55
God of War: Origins Collection,PS3,2011,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.55
Dora The Explorer: Dora Saves the Snow Princess,Wii,2008,Platform,Take-Two Interactive,0.49,0.02,0,0.04,0.55
Soul Reaver 2,PS2,2001,Action,Eidos Interactive,0.27,0.21,0,0.07,0.55
Metal Gear Solid 3: Subsistence,PS2,2005,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.55
The Godfather (old US sales),XB,2006,Action,Electronic Arts,0.42,0.11,0,0.02,0.55
Enslaved: Odyssey to the West,PS3,2010,Action,Namco Bandai Games,0.24,0.22,0.01,0.09,0.55
Daytona USA,SAT,1994,Racing,Sega,0,0,0.55,0,0.55
WWF Raw,XB,2002,Fighting,THQ,0.4,0.13,0,0.02,0.55
Shin Super Robot Taisen,PS,1996,Role-Playing,Banpresto,0,0,0.52,0.04,0.55
Jump Super Stars,DS,2005,Fighting,Nintendo,0,0,0.55,0,0.55
Guitar Hero Live,XOne,2015,Misc,Activision,0.3,0.2,0,0.05,0.55
The Activision Decathlon,2600,1982,Sports,Activision,0.52,0.03,0,0.01,0.55
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,2001,Shooter,D3Publisher,0.31,0.21,0,0.04,0.55
Fighting Force 2,PS,1999,Action,Eidos Interactive,0.31,0.21,0,0.04,0.55
Sakura Wars,SAT,1996,Adventure,Sega,0,0,0.55,0,0.55
Catz,DS,2006,Simulation,Ubisoft,0.49,0.02,0,0.04,0.55
Extermination,PS2,2001,Action,Sony Computer Entertainment,0.21,0.16,0.12,0.05,0.55
Batman: Vengeance,PS2,2001,Adventure,Ubisoft,0.27,0.21,0,0.07,0.55
Ratchet & Clank: Quest for Booty,PS3,2008,Platform,Sony Computer Entertainment,0,0.52,0,0.04,0.55
Derby Stallion 04,PS2,2004,Sports,Enterbrain,0,0,0.55,0,0.55
Rapala Tournament Fishing!,Wii,2006,Sports,Activision,0.51,0,0,0.04,0.55
Hot Shots Golf: World Invitational,PSV,2011,Sports,Sony Computer Entertainment,0.15,0.11,0.25,0.05,0.55
Tony Hawk's Pro Skater 3,XB,2002,Sports,Activision,0.34,0.18,0,0.02,0.55
Mega Man Zero,GBA,2002,Platform,Capcom,0.22,0.08,0.24,0.01,0.55
Contender 2,PS,2000,Fighting,3DO,0.31,0.21,0,0.04,0.55
Resident Evil: Revelations 2,PS4,2015,Action,Capcom,0.13,0.24,0.1,0.07,0.55
Star Wars: Dark Forces,PS,1996,Shooter,LucasArts,0.31,0.21,0,0.04,0.55
LEGO Dimensions,PS3,2015,Action,Warner Bros. Interactive Entertainment,0.17,0.3,0,0.09,0.55
NBA 2K8,PS3,2007,Sports,Take-Two Interactive,0.5,0.01,0,0.05,0.55
Rayman Origins,Wii,2011,Platform,Ubisoft,0.21,0.27,0,0.06,0.55
The Amazing Spider-Man 2 (2014),PS4,2014,Action,Activision,0.2,0.25,0.02,0.09,0.55
SD Gundam G Generation Zero,PS,1999,Strategy,Namco Bandai Games,0,0,0.51,0.04,0.55
Assassin's Creed: Unity,PC,2014,Action,Ubisoft,0.18,0.33,0,0.04,0.55
MX vs. ATV: Alive,X360,2011,Racing,THQ,0.37,0.13,0,0.04,0.55
Super Robot Taisen F,SAT,1997,Strategy,Banpresto,0,0,0.55,0,0.55
Shrek 2,XB,2004,Platform,Activision,0.4,0.13,0,0.02,0.55
Purr Pals,DS,2007,Simulation,THQ,0.18,0.35,0,0.02,0.55
Assassin's Creed II,PC,2010,Action,Ubisoft,0.01,0.45,0,0.09,0.55
Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,2002,Sports,Sega,0,0,0.55,0,0.55
Secret Agent Clank(US sales),PSP,2008,Platform,Sony Computer Entertainment,0.33,0.22,0,0,0.55
SpongeBob SquarePants: SuperSponge,GBA,2001,Action,THQ,0.39,0.15,0,0.01,0.55
Super Robot Taisen F Kanketsuhen,SAT,1998,Strategy,Banpresto,0,0,0.55,0,0.55
Tak and the Power of Juju,GBA,2003,Platform,THQ,0.39,0.15,0,0.01,0.55
Madagascar: Escape 2 Africa,Wii,2008,Action,Activision,0.31,0.18,0,0.05,0.55
Lips: Number One Hits,X360,2009,Misc,Microsoft Game Studios,0.15,0.34,0,0.06,0.55
Mortal Kombat 3,PS,1995,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,0.04,0.55
Star Wars Battlefront (2015),PC,2015,Shooter,Electronic Arts,0.13,0.38,0,0.04,0.55
Turok: Evolution,XB,2002,Shooter,Acclaim Entertainment,0.39,0.14,0,0.02,0.55
Grease,Wii,2010,Misc,505 Games,0.26,0.24,0,0.05,0.55
Jak X: Combat Racing,PS2,2005,Racing,Sony Computer Entertainment,0.45,0.02,0,0.07,0.55
Donkey Kong Jungle Climber,DS,2007,Platform,Nintendo,0.25,0.03,0.24,0.03,0.55
American Idol,PS2,2003,Misc,Codemasters,0.27,0.21,0,0.07,0.55
Top Gun: Fire at Will!,PS,1996,Misc,Microprose,0.3,0.21,0,0.04,0.55
Barbie Horse Adventures: Riding Camp,DS,2008,Sports,Activision,0.5,0,0,0.04,0.55
Red Dead Revolver,XB,2004,Shooter,Take-Two Interactive,0.4,0.12,0,0.02,0.55
CrossworDS,DS,2008,Puzzle,Deep Silver,0.5,0,0,0.04,0.55
Viva Pinata: Pocket Paradise,DS,2008,Simulation,THQ,0.26,0.23,0,0.06,0.55
Petz Catz Clan,DS,2008,Simulation,Ubisoft,0.47,0.03,0,0.04,0.54
ZhuZhu Pets 2: Featuring The Wild Bunch,DS,2010,Simulation,Activision,0.4,0.1,0,0.04,0.54
Sly Cooper: Thieves in Time,PS3,2013,Platform,Sony Computer Entertainment Europe,0.35,0.12,0,0.08,0.54
Iron Man,PS2,2008,Action,Sega,0.36,0,0,0.19,0.54
SingStar Summer Party,PS2,2008,Misc,Sony Computer Entertainment,0,0.06,0,0.48,0.54
Spec Ops: The Line,PS3,2012,Shooter,Take-Two Interactive,0.19,0.23,0.04,0.08,0.54
The SpongeBob SquarePants Movie,XB,2004,Platform,THQ,0.4,0.12,0,0.02,0.54
NHL 14,PS3,2013,Sports,Electronic Arts,0.28,0.17,0,0.09,0.54
F1 2013,PS3,2013,Racing,Codemasters,0.01,0.42,0.03,0.09,0.54
FIFA Soccer 07,XB,2006,Sports,Electronic Arts,0.16,0.35,0,0.04,0.54
Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,2000,Sports,SquareSoft,0,0,0.54,0,0.54
Legends of WrestleMania,PS3,2009,Fighting,THQ,0.3,0.16,0,0.07,0.54
Are You Smarter than a 5th Grader? Make the Grade,Wii,2008,Misc,THQ,0.5,0,0,0.04,0.54
Tiger Woods PGA Tour 08,X360,2007,Sports,Electronic Arts,0.49,0.02,0,0.04,0.54
Medarot 2: Kabuto / Kuwagata Version,GB,1999,Role-Playing,Imagineer,0,0,0.54,0,0.54
Dance Dance Revolution Ultramix,XB,2003,Simulation,Konami Digital Entertainment,0.42,0.11,0,0.02,0.54
Crash Tag Team Racing,PS2,2005,Racing,Vivendi Games,0.27,0.21,0,0.07,0.54
Front Mission 4,PS2,2003,Strategy,Square Enix,0.14,0.11,0.25,0.04,0.54
The Fairly Odd Parents: Breakin' Da Rules,GBA,2003,Platform,THQ,0.39,0.14,0,0.01,0.54
Rayman Origins,PSV,2012,Platform,Ubisoft,0.12,0.33,0,0.09,0.54
Ninokuni: Shikkoku no Madoushi,DS,2010,Role-Playing,Level 5,0,0,0.54,0,0.54
F.E.A.R.,PS3,2007,Shooter,Vivendi Games,0.18,0.26,0,0.1,0.54
Enslaved: Odyssey to the West,X360,2010,Action,Namco Bandai Games,0.3,0.19,0,0.05,0.54
SRS: Street Racing Syndicate,PS2,2004,Racing,Namco Bandai Games,0.26,0.21,0,0.07,0.54
Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,Atari,0.26,0.08,0.13,0.07,0.54
Tiger Woods PGA Tour 13,PS3,2012,Sports,Electronic Arts,0.24,0.21,0,0.08,0.54
Dynasty Warriors: Gundam 3,PS3,2010,Action,Tecmo Koei,0.11,0.04,0.36,0.02,0.54
Def Jam: Fight for NY,XB,N/A,Fighting,Electronic Arts,0.43,0.1,0,0.02,0.54
Action Force,2600,1982,Action,CPG Products,0.5,0.03,0,0.01,0.54
FIFA 99,N64,1998,Sports,Electronic Arts,0.11,0.39,0,0.03,0.54
Gauntlet Legends,N64,1999,Action,Midway Games,0.43,0.1,0,0.01,0.54
Kidou Senshi Gundam: Extreme VS,PS3,2011,Fighting,Namco Bandai Games,0,0,0.54,0,0.54
System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,2008,Racing,System 3 Arcade Software,0.07,0.4,0,0.07,0.54
Tony Hawk: Shred,Wii,2010,Sports,Activision,0.39,0.11,0,0.04,0.54
Tiger Woods PGA Tour 11,Wii,2010,Sports,Electronic Arts,0.23,0.25,0,0.06,0.54
NBA Live 10,PS3,2009,Sports,Electronic Arts,0.46,0.02,0.01,0.05,0.54
Metro 2033,X360,2010,Shooter,THQ,0.22,0.23,0.03,0.05,0.54
Bust A Groove,PS,1998,Misc,Sony Computer Entertainment,0.09,0.06,0.35,0.04,0.54
Fire Emblem: Path of Radiance,GC,2005,Action,Nintendo,0.29,0.08,0.16,0.01,0.54
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PS2,2002,Role-Playing,Enix Corporation,0,0,0.54,0,0.54
Hotel Dusk: Room 215,DS,2007,Adventure,Nintendo,0.26,0.04,0.22,0.03,0.54
Final Fantasy Explorers,3DS,2014,Role-Playing,Square Enix,0.16,0.07,0.28,0.02,0.54
Pachi-Slot Aruze Oukoku 2,PS,1999,Misc,Aruze Corp,0,0,0.5,0.04,0.54
Bratz: Rock Angelz,GBA,2004,Misc,THQ,0.39,0.14,0,0.01,0.54
SSX Tricky,GC,2001,Sports,Electronic Arts,0.42,0.11,0,0.01,0.54
Greg Hastings' Tournament Paintball,XB,2004,Shooter,Activision,0.46,0.06,0,0.02,0.54
World Soccer Winning Eleven 7 International (JP version),PS2,2004,Sports,Konami Digital Entertainment,0,0,0.54,0,0.54
ESPN NBA Basketball,PS2,2003,Sports,Sega,0.26,0.21,0,0.07,0.54
Dragon Ball Z: Ultimate Tenkaichi,X360,2011,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54
Sacred 2: Fallen Angel,X360,2009,Role-Playing,Deep Silver,0.29,0.16,0.04,0.05,0.54
Two Worlds II,X360,2011,Role-Playing,Unknown,0.4,0.07,0.03,0.03,0.54
Over the Hedge,PS2,2006,Platform,Activision,0.45,0.02,0,0.07,0.54
Mat Hoffman's Pro BMX,PS,2001,Sports,Activision,0.3,0.2,0,0.04,0.54
Phineas and Ferb: Across the 2nd Dimension,DS,2011,Action,Disney Interactive Studios,0.31,0.18,0,0.05,0.54
50 Classic Games,DS,2009,Misc,Destineer,0.5,0,0,0.04,0.54
Let's Draw!,DS,2008,Misc,Ubisoft,0.24,0.23,0,0.06,0.54
NHL 14,X360,2013,Sports,Electronic Arts,0.4,0.09,0,0.05,0.54
Popeye,2600,1982,Platform,Parker Bros.,0.5,0.03,0,0.01,0.54
Petz Nursery,DS,2009,Simulation,Ubisoft,0.5,0,0,0.04,0.54
The Hobbit,PS2,2003,Platform,Vivendi Games,0.26,0.2,0,0.07,0.54
War of the Monsters,PS2,2003,Fighting,Sony Computer Entertainment,0.26,0.2,0,0.07,0.54
Harry Potter and the Deathly Hallows - Part 1,Wii,2010,Action,Electronic Arts,0.22,0.27,0,0.05,0.54
NBA Street Vol. 2,GC,N/A,Sports,Electronic Arts,0.41,0.11,0,0.01,0.54
The Incredible Hulk: Ultimate Destruction,PS2,2005,Action,Vivendi Games,0.26,0.2,0,0.07,0.54
Time Crisis: Razing Storm,PS3,2010,Shooter,Namco Bandai Games,0.18,0.2,0.07,0.08,0.54
Summer Sports: Paradise Island,Wii,2008,Sports,Ubisoft,0.48,0.01,0,0.04,0.53
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998,Adventure,Sega,0,0,0.53,0,0.53
Time Crisis II,PS2,2001,Shooter,Namco Bandai Games,0.26,0.2,0,0.07,0.53
Inazuma Eleven GO,3DS,2011,Role-Playing,Nintendo,0,0.05,0.48,0,0.53
Clock Tower,PS,1996,Adventure,ASCII Entertainment,0.07,0.05,0.38,0.03,0.53
NCAA March Madness 06,PS2,2005,Sports,Electronic Arts,0.45,0.02,0,0.07,0.53
LEGO Dimensions,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.3,0.18,0,0.05,0.53
Valkyria Chronicles II,PSP,2010,Role-Playing,Sega,0.12,0.15,0.18,0.09,0.53
Jampack Volume 11,PS2,2004,Misc,Sony Computer Entertainment,0.26,0.2,0,0.07,0.53
Monster High: Ghoul Spirit,Wii,2011,Misc,THQ,0.42,0.07,0,0.04,0.53
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,0.3,0.15,0.03,0.05,0.53
Rune Factory: A Fantasy Harvest Moon,DS,2006,Role-Playing,Rising Star Games,0.35,0.01,0.14,0.03,0.53
Legacy of Kain: Defiance,PS2,2003,Action,Eidos Interactive,0.26,0.2,0,0.07,0.53
SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,2004,Misc,N/A,0.38,0.14,0,0.01,0.53
NCAA March Madness 2005,PS2,2004,Sports,Electronic Arts,0.44,0.02,0,0.07,0.53
007 Racing,PS,2000,Racing,Electronic Arts,0.3,0.2,0,0.03,0.53
Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,Square Enix,0.15,0.07,0.27,0.05,0.53
Conflict: Vietnam,PS2,2004,Shooter,SCi,0.26,0.2,0,0.07,0.53
Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,0.53
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,XB,2004,Misc,Sega,0.4,0.11,0,0.02,0.53
MLB SlugFest 20-04,PS2,2003,Sports,Midway Games,0.26,0.2,0,0.07,0.53
Gex 3: Deep Cover Gecko,PS,1999,Platform,Eidos Interactive,0.3,0.2,0,0.03,0.53
NASCAR 09,PS2,2008,Racing,Electronic Arts,0.26,0.2,0,0.07,0.53
Blitz: The League,XB,2004,Sports,Midway Games,0.4,0.11,0,0.02,0.53
Manhunt 2,Wii,2007,Action,Take-Two Interactive,0.25,0.23,0,0.06,0.53
Just Dance 2015,XOne,2014,Misc,Ubisoft,0.35,0.13,0,0.05,0.53
Jampack Vol. 2,PS,1996,Misc,Sony Computer Entertainment,0.3,0.2,0,0.03,0.53
The LEGO Movie Videogame,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.35,0.13,0,0.05,0.53
Virtual Soccer,SNES,1993,Sports,Hudson Soft,0,0,0.53,0,0.53
Overwatch,PC,2016,Shooter,Activision,0.25,0.24,0,0.04,0.53
Romance of the Three Kingdoms IV: Wall of Fire,SNES,1994,Strategy,Tecmo Koei,0,0,0.53,0,0.53
Monster Jam: Path of Destruction,Wii,2010,Racing,Activision,0.48,0.02,0,0.03,0.53
Winning Post,SNES,1993,Sports,Tecmo Koei,0,0,0.53,0,0.53
Peter Jackson's King Kong: The Official Game of the Movie,XB,2005,Action,Ubisoft,0.34,0.17,0,0.02,0.53
Burnout Revenge,XB,2005,Racing,Electronic Arts,0.32,0.19,0,0.01,0.53
Medal of Honor: European Assault,XB,2005,Shooter,Electronic Arts,0.32,0.19,0,0.02,0.53
Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004,Platform,Electronic Arts,0.26,0.2,0,0.07,0.53
The Lord of the Rings: The Fellowship of the Ring,XB,2002,Action,Universal Interactive,0.31,0.19,0,0.03,0.53
NBA 06,PS2,2005,Sports,Sony Computer Entertainment,0.26,0.2,0,0.07,0.53
Inazuma Eleven,DS,2008,Role-Playing,Nintendo,0,0.13,0.38,0.02,0.53
Excite Truck,Wii,2006,Racing,Nintendo,0.39,0.03,0.08,0.04,0.53
Phoenix Wright: Ace Attorney - Justice for All,DS,2006,Adventure,Capcom,0.21,0.04,0.26,0.03,0.53
Spider-Man,N64,2000,Action,Activision,0.43,0.09,0,0.01,0.53
Magician's Quest: Mysterious Times,DS,2008,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0,0.53
Hello Kitty: Big City Dreams,DS,2008,Puzzle,Empire Interactive,0.42,0.07,0,0.04,0.53
X-Men Legends,GC,2004,Role-Playing,Activision,0.41,0.11,0,0.01,0.53
Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016,Action,Nintendo,0.05,0.21,0.25,0.02,0.53
G-Force,DS,2009,Action,Disney Interactive Studios,0.26,0.21,0,0.05,0.53
Front Mission 2,PS,1997,Strategy,SquareSoft,0,0,0.49,0.03,0.53
StarCraft II: Legacy of the Void,PC,2015,Strategy,Activision,0.19,0.29,0,0.04,0.53
Jewel Master Egypt,DS,2009,Puzzle,Rondomedia,0.21,0.27,0,0.05,0.53
ModNation Racers,PSP,2010,Racing,Sony Computer Entertainment,0.11,0.26,0.02,0.14,0.53
LEGO Dimensions,X360,2015,Action,Warner Bros. Interactive Entertainment,0.26,0.23,0,0.04,0.53
WWE SmackDown vs. Raw 2010,DS,2009,Fighting,THQ,0.35,0.13,0,0.05,0.53
Are You Smarter Than A 5th Grader?,DS,2007,Misc,Mindscape,0.48,0,0,0.04,0.53
Oni,PS2,2001,Action,Take-Two Interactive,0.26,0.2,0,0.07,0.53
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007,Shooter,Ubisoft,0.35,0.09,0,0.08,0.53
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008,Action,THQ,0.49,0,0,0.04,0.53
